,Postcode,Commune,age0_4,age5_9,age10_14,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,age50_54,age55_59,age60_64,age65_69,age70_74,age75_79,age80_84,age85_89,age90_94,age95_99,age100_and_over,Total
0,1050,København K ,0,0,0,1,3,0,0,0,3,2,0,1,0,1,3,1,2,0,0,0,0,17
1,1051,København K ,12,8,10,19,51,52,52,32,14,25,27,32,17,22,14,16,15,6,1,0,0,425
2,1052,København K ,17,17,15,18,52,39,35,22,18,32,26,21,20,21,14,15,12,3,3,0,0,400
3,1053,København K ,10,6,4,7,9,30,20,22,20,14,21,37,33,24,29,12,5,2,0,0,0,305
4,1054,København K ,24,20,14,11,35,49,40,21,18,27,26,38,22,15,17,15,7,1,1,0,0,401
5,1055,København K ,22,13,12,16,32,37,30,18,19,27,25,22,13,23,13,12,8,1,0,1,0,344
6,1056,København K ,0,0,7,0,0,0,1,1,1,6,6,10,3,4,3,3,5,2,0,0,0,52
7,1057,København K ,9,17,8,21,18,33,24,18,15,17,20,24,12,17,16,14,9,1,1,0,0,294
8,1058,København K ,11,10,12,15,8,14,10,17,14,11,15,15,9,10,8,15,8,3,1,0,0,206
9,1059,København K ,0,0,0,3,4,0,0,3,1,1,2,1,0,1,0,2,0,0,0,0,0,18
10,1061,København K ,0,2,1,0,1,3,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,13
11,1062,København K ,0,0,0,1,0,8,2,0,0,0,2,3,0,1,0,1,3,0,0,0,0,21
12,1063,København K ,8,1,2,1,12,29,13,6,8,4,7,5,7,1,3,1,3,1,0,0,0,112
13,1064,København K ,0,0,0,0,1,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,8
14,1065,København K ,0,0,0,0,3,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16
15,1066,København K ,4,0,2,4,9,15,4,2,4,6,1,2,4,2,1,1,2,0,0,0,0,63
16,1067,København K ,4,4,3,3,10,17,15,8,6,5,4,7,2,1,1,3,1,0,0,1,0,95
17,1068,København K ,1,0,0,0,7,4,1,3,2,3,4,3,5,1,4,3,0,2,0,0,0,43
18,1069,København K ,2,0,1,5,5,6,4,1,1,4,1,4,2,0,2,2,1,1,1,0,0,43
19,1070,København K ,3,2,0,1,2,13,5,3,5,3,4,2,3,1,3,4,1,0,0,0,0,55
20,1071,København K ,3,1,1,0,2,14,8,4,2,4,3,1,2,1,1,2,3,2,1,0,0,55
21,1072,København K ,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4
22,1073,København K ,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
23,1074,København K ,0,0,1,0,3,5,2,1,1,1,1,1,2,0,0,0,1,0,0,0,0,19
24,1100,København K ,0,0,1,1,2,6,2,0,4,2,2,1,2,1,0,1,0,0,0,0,0,25
25,1101,København K ,0,2,1,5,7,5,7,3,2,5,9,8,7,5,1,4,0,0,1,0,0,72
26,1102,København K ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
27,1103,København K ,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
28,1104,København K ,4,1,0,6,15,14,12,3,4,5,5,6,2,5,2,4,4,0,0,0,0,92
29,1105,København K ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,1106,København K ,0,1,0,0,0,1,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,9
31,1107,København K ,5,1,1,2,19,18,9,8,7,6,9,2,1,2,0,5,1,1,0,0,0,97
32,1110,København K ,7,3,1,1,37,12,8,10,3,7,6,3,0,1,2,2,0,0,0,0,0,103
33,1111,København K ,4,1,3,2,2,13,3,5,4,7,4,4,5,2,7,2,6,0,0,0,0,74
34,1112,København K ,8,1,5,10,40,26,29,15,6,10,12,10,2,3,3,4,3,1,0,0,0,188
35,1113,København K ,0,5,2,2,12,13,5,2,3,6,5,3,3,0,0,1,3,0,0,0,0,65
36,1114,København K ,2,2,5,6,12,23,10,7,3,9,8,4,2,1,1,2,0,1,0,0,0,98
37,1115,København K ,1,0,0,5,4,4,4,0,1,1,5,1,4,2,2,2,0,0,0,0,0,36
38,1116,København K ,0,0,0,3,3,11,7,4,1,5,2,7,3,2,2,1,1,1,0,0,0,53
39,1117,København K ,1,5,1,8,10,14,2,3,7,5,3,10,2,0,1,1,0,0,0,0,0,73
40,1118,København K ,1,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9
41,1119,København K ,1,1,3,6,7,15,5,10,3,5,3,8,2,1,2,2,0,0,0,0,0,74
42,1123,København K ,23,26,36,46,145,108,79,57,46,61,53,62,33,27,22,27,16,8,2,1,0,878
43,1124,København K ,4,4,2,5,21,40,27,5,7,15,7,14,13,2,4,7,1,1,0,0,0,179
44,1125,København K ,0,0,0,3,0,5,9,4,2,1,1,1,0,0,0,0,0,0,0,0,0,26
45,1126,København K ,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46,1127,København K ,3,2,5,6,9,5,11,5,4,11,7,7,0,4,3,4,0,0,0,0,0,86
47,1128,København K ,1,0,0,0,7,9,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,23
48,1129,København K ,3,1,0,0,13,17,6,2,6,6,0,1,0,0,0,1,0,0,0,0,0,56
49,1130,København K ,4,5,0,4,17,20,14,1,5,6,6,12,4,6,6,3,1,0,0,0,0,114
50,1131,København K ,0,0,1,0,13,7,1,2,2,0,1,0,2,2,0,1,0,0,0,0,0,32
51,1150,København K ,10,7,5,7,42,81,34,29,7,16,6,6,5,2,3,3,3,0,0,0,0,266
52,1151,København K ,0,0,2,1,23,25,10,1,4,6,5,4,3,1,4,4,2,0,0,0,0,95
53,1152,København K ,2,2,1,2,6,13,11,7,8,5,5,6,2,1,0,1,1,0,0,0,0,73
54,1153,København K ,1,1,2,5,7,9,8,2,5,3,8,3,6,2,0,3,2,0,1,0,0,68
55,1154,København K ,6,6,5,3,18,16,19,6,7,10,5,3,2,3,4,5,0,0,0,0,0,118
56,1156,København K ,0,0,1,0,2,2,3,2,0,3,0,4,0,3,0,0,0,0,0,0,0,20
57,1157,København K ,2,3,1,0,11,24,8,4,3,4,6,3,3,2,2,1,1,0,0,0,0,78
58,1158,København K ,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
59,1159,København K ,7,4,5,14,90,119,41,15,8,15,18,15,10,4,6,6,3,2,0,0,0,382
60,1160,København K ,0,0,1,1,7,4,4,1,0,3,2,1,0,1,1,2,1,1,0,0,0,30
61,1161,København K ,0,0,1,0,10,8,8,2,1,3,2,1,0,2,1,1,0,0,0,0,0,40
62,1164,København K ,2,1,0,0,13,11,9,4,2,0,1,4,1,1,0,0,0,0,0,0,0,49
63,1165,København K ,9,2,2,6,67,84,41,10,7,6,9,9,7,2,6,1,2,0,1,0,0,271
64,1166,København K ,0,0,0,0,2,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8
65,1169,København K ,2,1,4,6,83,148,24,5,6,6,6,4,2,0,1,2,1,0,0,0,0,301
66,1170,København K ,0,0,0,0,1,0,0,0,1,0,1,2,0,1,3,5,3,1,0,0,0,18
67,1171,København K ,11,11,12,16,80,53,20,14,20,20,18,18,15,8,11,10,1,2,0,0,0,340
68,1172,København K ,1,4,5,1,20,15,7,5,6,6,10,4,4,5,1,6,4,0,0,0,0,104
69,1173,København K ,6,2,4,5,30,22,13,7,3,9,6,12,6,8,5,4,5,0,0,0,0,147
70,1174,København K ,7,8,7,6,33,27,21,7,12,14,6,6,7,4,8,4,2,2,1,0,0,182
71,1175,København K ,0,0,2,1,6,6,4,1,2,2,1,0,1,1,0,0,0,0,0,0,0,27
72,1200,København K ,6,2,2,4,8,6,7,6,6,4,1,2,1,0,1,0,1,1,0,0,0,58
73,1201,København K ,1,4,2,3,16,12,8,1,6,11,5,6,4,2,2,2,2,0,0,1,0,88
74,1202,København K ,3,2,1,4,8,4,4,3,2,1,7,1,3,1,2,1,0,0,1,0,0,48
75,1203,København K ,0,0,4,8,4,4,7,3,1,10,4,9,3,3,4,8,5,0,0,0,0,77
76,1204,København K ,3,1,0,0,2,4,5,7,7,3,2,3,5,1,2,0,0,1,0,0,0,46
77,1205,København K ,4,0,1,2,7,10,2,7,6,5,1,2,2,1,1,3,0,0,0,0,0,54
78,1206,København K ,2,0,0,1,8,7,2,1,1,0,1,4,1,1,1,3,1,1,1,0,0,36
79,1207,København K ,3,1,1,2,5,6,10,6,3,3,3,2,2,0,1,3,1,1,0,0,0,53
80,1208,København K ,3,2,5,8,40,27,12,10,11,9,11,6,8,3,1,4,1,1,0,0,0,162
81,1209,København K ,4,6,3,3,30,31,21,8,4,10,9,10,8,8,4,2,0,1,0,0,0,162
82,1210,København K ,6,3,1,2,22,31,13,7,4,7,6,5,6,4,3,5,1,1,1,0,0,128
83,1211,København K ,3,2,1,3,19,9,2,7,4,7,3,0,2,4,5,6,1,0,0,0,0,78
84,1212,København K ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1218,København K ,0,0,0,1,1,0,0,0,0,0,4,4,1,1,1,3,0,0,0,0,0,16
86,1219,København K ,0,0,0,0,2,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8
87,1220,København K ,4,3,5,5,11,10,10,4,4,9,14,10,12,3,2,3,3,1,1,0,0,114
88,1250,København K ,3,3,6,3,13,6,13,8,4,3,9,7,3,2,4,3,0,0,0,0,0,90
89,1251,København K ,0,0,0,4,3,5,5,0,4,9,7,7,5,2,3,2,1,0,0,0,0,57
90,1253,København K ,23,22,19,20,46,91,59,47,38,36,36,50,19,27,38,35,18,2,2,0,0,628
91,1254,København K ,10,5,7,3,29,28,23,15,13,14,11,18,9,9,7,14,4,3,0,0,0,222
92,1255,København K ,4,1,1,2,9,17,17,6,5,9,5,8,7,1,1,0,1,1,1,0,1,97
93,1256,København K ,19,15,7,22,38,50,31,24,22,29,35,36,18,15,13,17,18,2,2,0,0,413
94,1257,København K ,0,0,2,5,1,2,0,0,0,1,3,1,1,1,1,1,1,0,0,0,0,20
95,1259,København K ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1260,København K ,13,18,15,20,25,40,26,13,19,36,27,41,20,14,8,12,13,5,0,2,0,367
97,1261,København K ,2,6,8,12,2,3,5,5,1,6,6,3,5,1,3,3,2,1,0,0,0,74
98,1263,København K ,7,2,11,13,13,12,16,8,12,7,21,17,11,13,7,10,10,4,1,0,0,195
99,1264,København K ,60,32,39,55,177,250,140,84,71,88,92,79,46,34,34,31,9,5,3,1,0,1330
100,1265,København K ,4,4,5,6,2,11,5,11,8,8,16,14,12,7,4,11,5,0,0,0,0,133
101,1266,København K ,1,3,3,4,10,7,7,3,6,4,5,8,3,4,10,2,5,1,0,0,0,86
102,1267,København K ,1,1,2,4,2,4,0,3,0,2,9,4,5,13,3,10,5,0,2,0,0,70
103,1268,København K ,3,3,3,4,9,1,0,4,5,5,4,3,0,1,1,2,1,1,0,0,0,50
104,1270,København K ,1,6,1,1,10,16,10,4,8,4,11,10,12,10,9,11,4,1,1,0,0,130
105,1271,København K ,0,0,0,2,2,0,1,0,0,0,1,5,0,0,2,0,2,0,0,0,0,15
106,1300,København K ,18,6,14,12,39,62,49,13,16,21,29,23,19,24,40,43,25,18,4,0,0,475
107,1302,København K ,31,19,10,25,94,117,83,44,41,34,45,55,45,43,70,72,57,25,12,2,0,924
108,1303,København K ,8,0,3,5,8,22,18,5,1,5,5,10,7,3,0,8,2,0,0,0,0,110
109,1304,København K ,17,12,7,13,49,72,41,30,21,29,25,33,31,31,30,24,12,7,6,1,0,491
110,1306,København K ,25,18,22,33,64,65,51,34,26,37,45,49,35,22,32,43,20,26,6,7,1,661
111,1307,København K ,53,39,31,49,433,389,152,93,59,70,69,57,32,22,33,40,19,11,4,1,0,1656
112,1308,København K ,16,17,9,9,32,44,30,19,14,24,14,12,12,8,16,3,0,0,1,1,0,281
113,1309,København K ,5,2,4,4,1,0,3,5,3,7,8,12,9,11,12,16,26,13,12,10,1,164
114,1310,København K ,29,16,23,29,81,116,68,20,28,46,42,43,37,37,22,24,13,3,0,0,0,677
115,1311,København K ,16,11,11,10,28,68,37,19,22,23,30,28,28,17,15,8,6,3,0,0,0,380
116,1312,København K ,0,1,0,1,2,6,2,0,0,1,6,0,1,0,0,0,0,0,0,0,0,20
117,1313,København K ,18,12,13,12,35,27,19,19,19,16,16,11,11,10,7,3,1,0,0,0,0,249
118,1314,København K ,3,3,2,5,3,6,7,5,2,6,6,10,7,3,4,1,2,3,1,1,0,80
119,1315,København K ,0,0,0,0,5,19,15,5,0,0,0,0,1,1,0,0,0,0,0,0,0,46
120,1316,København K ,5,3,8,12,31,29,14,4,9,8,15,23,20,14,15,23,5,1,0,0,0,239
121,1317,København K ,4,2,0,0,1,6,4,4,2,4,3,3,3,2,1,0,1,0,0,0,0,40
122,1318,København K ,3,1,1,2,2,6,2,1,1,4,3,2,5,2,5,6,3,1,0,0,0,50
123,1319,København K ,17,3,4,7,42,60,29,22,12,7,10,13,4,11,9,15,2,5,0,0,0,272
124,1320,København K ,0,1,0,1,6,10,8,3,0,3,1,1,1,0,0,0,0,0,0,0,0,35
125,1321,København K ,4,1,0,1,1,11,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,27
126,1322,København K ,5,0,0,0,7,43,13,3,1,1,2,2,1,0,2,1,0,0,0,0,0,81
127,1323,København K ,2,2,0,0,3,14,4,3,1,0,3,3,0,0,0,0,0,0,0,0,0,35
128,1324,København K ,6,0,0,1,17,58,8,8,4,4,3,5,1,0,0,0,0,0,0,0,0,115
129,1325,København K ,2,2,3,2,8,58,10,6,1,5,4,4,0,0,0,0,0,0,0,0,0,105
130,1326,København K ,1,3,3,2,2,17,6,3,2,1,1,1,3,0,0,0,0,0,0,0,0,45
131,1327,København K ,3,2,2,4,2,7,5,0,2,4,2,2,1,0,0,0,0,0,0,0,0,36
132,1328,København K ,4,1,0,2,3,29,10,1,1,1,5,4,1,0,0,0,0,0,0,0,0,62
133,1329,København K ,0,0,0,0,0,3,2,4,1,1,0,3,1,5,0,1,1,0,0,0,0,22
134,1350,København K ,6,4,8,14,108,57,18,5,7,11,14,14,8,23,10,12,0,1,0,0,0,320
135,1352,København K ,25,26,24,19,51,72,39,35,41,40,31,24,26,20,8,11,4,5,1,0,0,502
136,1353,København K ,6,4,2,2,9,15,16,3,2,5,1,5,2,4,1,2,2,2,0,0,0,83
137,1354,København K ,30,26,25,27,72,57,46,38,40,30,25,27,25,28,16,8,5,4,0,0,0,529
138,1355,København K ,33,30,26,23,49,30,26,30,34,30,24,21,29,17,12,9,4,3,0,0,0,430
139,1356,København K ,3,2,5,10,10,21,16,3,5,12,14,17,6,8,6,10,4,0,1,0,0,153
140,1357,København K ,4,9,8,11,12,22,15,9,10,8,12,14,2,5,9,4,0,0,0,0,0,154
141,1358,København K ,19,17,13,12,43,58,37,27,25,22,28,24,13,11,8,10,2,2,0,0,0,371
142,1359,København K ,5,3,4,13,23,50,36,16,12,9,20,14,9,6,5,5,1,1,2,0,0,234
143,1360,København K ,19,25,37,46,93,125,59,33,39,36,52,51,25,22,20,20,9,1,1,0,0,713
144,1361,København K ,23,19,15,14,24,29,34,32,25,19,20,26,13,12,9,3,2,0,0,0,0,319
145,1362,København K ,7,16,16,20,65,64,31,26,20,20,31,24,17,13,5,5,6,1,0,0,0,387
146,1363,København K ,22,14,19,29,52,69,45,33,21,35,45,35,18,10,18,13,11,1,0,0,0,490
147,1364,København K ,49,37,28,55,98,144,109,71,76,52,68,52,33,36,39,28,13,1,0,0,0,989
148,1365,København K ,8,9,11,10,8,14,30,13,12,13,16,17,16,4,7,3,2,0,0,0,0,193
149,1366,København K ,75,47,53,58,134,164,150,79,84,100,87,71,48,46,31,32,25,8,2,0,0,1294
150,1367,København K ,23,19,13,10,20,59,42,38,27,14,31,21,11,12,9,5,1,0,0,0,0,355
151,1368,København K ,8,20,21,13,41,30,24,25,30,21,17,24,10,15,13,7,8,1,0,0,0,328
152,1369,København K ,8,8,5,8,38,55,17,25,12,6,10,3,8,3,2,1,1,0,0,0,0,210
153,1370,København K ,34,42,30,30,71,93,63,47,58,50,61,61,39,27,24,12,13,5,1,0,0,761
154,1400,København K ,16,13,16,26,43,51,34,31,27,38,26,35,13,21,9,23,10,2,0,0,0,434
155,1401,København K ,38,35,43,57,53,55,53,45,58,74,85,101,89,66,77,59,28,10,3,0,0,1029
156,1402,København K ,14,5,9,4,5,8,14,16,10,18,19,30,17,38,39,28,17,5,0,1,0,297
157,1403,København K ,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,7
158,1406,København K ,0,0,1,1,0,2,0,0,2,0,5,4,8,11,3,6,0,0,0,0,0,43
159,1407,København K ,6,2,1,8,4,7,10,16,5,9,9,15,7,9,2,9,2,0,0,0,0,121
160,1408,København K ,23,15,17,24,21,54,55,38,30,33,46,40,39,37,46,51,16,3,2,0,0,590
161,1410,København K ,0,0,1,1,5,6,2,0,1,2,1,4,0,0,1,1,1,0,0,0,0,26
162,1411,København K ,21,23,11,20,51,95,54,49,31,31,35,29,20,23,16,8,1,1,0,0,0,519
163,1412,København K ,1,0,0,3,0,8,5,5,3,1,3,2,2,0,0,1,0,0,0,0,0,34
164,1413,København K ,4,1,3,1,5,8,16,12,9,6,2,8,3,5,5,0,0,0,0,1,0,89
165,1414,København K ,11,6,4,8,8,17,18,10,10,15,9,16,16,20,19,35,17,1,1,0,0,241
166,1415,København K ,37,24,23,25,48,69,66,40,20,50,36,57,37,40,44,57,34,12,5,1,0,725
167,1416,København K ,28,9,25,19,36,46,45,19,28,30,37,41,32,21,16,20,6,4,0,0,0,462
168,1417,København K ,5,7,7,3,3,4,4,5,6,9,7,8,1,11,3,1,2,1,1,0,1,89
169,1418,København K ,13,4,4,12,39,58,25,9,11,10,13,11,20,11,8,6,4,1,1,0,0,260
170,1419,København K ,2,0,0,1,0,1,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,16
171,1420,København K ,20,13,25,25,81,103,56,30,37,42,39,34,33,36,35,27,14,5,0,0,0,655
172,1421,København K ,2,2,0,2,3,3,5,4,1,1,2,4,1,2,0,1,0,0,0,0,0,33
173,1422,København K ,45,31,23,28,66,89,87,54,43,52,61,51,56,56,50,41,19,5,0,0,0,857
174,1423,København K ,2,3,5,0,2,7,9,2,5,5,6,5,7,8,6,10,3,0,0,0,0,85
175,1424,København K ,23,10,10,9,31,53,52,34,24,24,16,31,19,19,25,12,5,2,0,0,0,399
176,1425,København K ,9,8,2,6,20,29,25,18,8,6,24,11,21,23,15,22,21,4,2,0,0,274
177,1426,København K ,2,0,0,0,0,1,4,0,1,2,4,8,10,7,22,37,24,13,3,2,0,140
178,1427,København K ,14,8,4,5,21,26,40,14,15,15,9,10,5,6,5,6,4,0,1,0,0,208
179,1428,København K ,22,8,8,13,41,92,67,37,21,14,17,16,14,23,16,17,5,2,1,0,0,434
180,1429,København K ,22,26,20,16,61,86,60,40,30,28,25,25,26,25,16,12,3,0,0,0,0,521
181,1430,København K ,28,23,18,23,30,36,40,33,28,27,24,25,28,20,16,14,6,3,0,0,0,422
182,1431,København K ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1432,København K ,181,166,113,80,392,320,235,182,167,121,87,66,21,34,22,13,4,2,0,0,0,2206
184,1433,København K ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1434,København K ,7,4,7,6,5,2,5,4,8,7,12,16,10,12,19,12,4,1,0,0,0,141
186,1435,København K ,3,2,9,8,5,1,2,3,6,7,7,5,8,11,13,6,6,0,2,0,0,104
187,1436,København K ,2,3,13,19,10,3,2,3,9,10,26,28,20,39,39,43,22,10,0,0,0,301
188,1437,København K ,28,20,18,18,11,5,22,21,32,23,39,64,40,34,55,21,8,0,0,0,0,459
189,1439,København K ,28,11,4,8,6,9,3,27,14,13,10,11,5,5,1,2,0,0,0,0,0,157
190,1440,København K ,30,37,30,35,24,31,62,48,60,57,59,71,65,41,38,21,5,0,0,0,0,714
191,1441,København K ,2,10,10,6,8,5,11,6,13,10,13,16,14,15,15,2,1,0,0,0,0,157
192,1450,København K ,1,1,0,1,5,4,5,8,6,1,9,3,2,0,0,0,0,0,0,0,0,46
193,1451,København K ,3,2,1,1,19,12,3,6,2,6,4,6,4,1,4,2,1,1,0,0,0,78
194,1452,København K ,6,5,3,6,26,16,13,8,11,6,12,5,8,4,5,4,1,0,0,0,0,139
195,1453,København K ,10,13,13,11,33,69,33,19,14,19,16,25,16,19,8,4,2,0,0,0,0,324
196,1454,København K ,3,0,1,4,32,34,26,15,5,7,13,11,9,3,5,4,1,0,0,0,0,173
197,1455,København K ,16,7,4,11,61,53,41,15,18,16,20,16,7,9,10,12,3,2,0,0,0,321
198,1456,København K ,1,2,4,2,42,37,16,14,4,2,6,0,1,1,1,0,0,0,0,0,0,133
199,1457,København K ,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
200,1458,København K ,7,1,1,2,12,12,12,6,3,0,3,4,2,2,2,3,1,1,0,0,0,74
201,1459,København K ,1,1,0,1,14,11,6,2,1,2,0,2,1,0,1,0,0,0,0,0,0,43
202,1460,København K ,2,3,2,2,11,11,2,8,6,3,2,3,1,1,1,1,1,0,0,0,0,60
203,1462,København K ,6,0,2,2,14,7,16,8,5,4,6,7,4,0,1,3,2,0,0,0,0,87
204,1463,København K ,0,2,1,1,6,9,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,27
205,1464,København K ,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
206,1466,København K ,3,0,3,6,17,25,15,4,8,8,6,4,2,1,0,1,2,0,0,0,0,105
207,1467,København K ,2,0,0,1,18,7,7,3,3,4,5,1,0,1,1,1,0,0,0,0,0,54
208,1468,København K ,5,5,3,3,9,25,14,8,7,8,9,7,6,1,5,1,1,1,0,0,0,118
209,1470,København K ,2,1,1,9,1,0,1,2,3,1,5,4,4,5,12,10,6,2,1,1,0,71
210,1471,København K ,0,0,0,0,6,8,4,2,3,1,0,3,1,2,0,5,1,0,0,0,0,36
211,1472,København K ,1,0,2,0,12,12,6,6,3,3,0,3,7,3,1,1,1,0,0,0,0,61
212,1473,København K ,1,0,0,1,1,1,1,2,2,0,4,1,1,1,0,0,0,0,0,0,0,16
213,1500,København V ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1550,København V ,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
215,1551,København V ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,1552,København V ,13,10,24,25,25,52,36,32,29,20,26,24,13,15,10,8,7,2,1,0,0,372
217,1553,København V ,19,15,18,20,46,47,39,22,18,35,32,16,7,6,7,9,6,1,0,0,0,363
218,1554,København V ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1555,København V ,2,1,0,0,5,7,3,1,0,0,1,1,0,1,1,0,1,0,0,0,0,24
220,1556,København V ,1,2,4,3,2,1,1,6,2,3,3,4,2,1,3,6,2,2,0,0,0,48
221,1557,København V ,3,5,7,7,5,4,4,3,8,4,6,4,5,5,2,7,2,2,0,0,0,83
222,1558,København V ,0,1,6,7,7,0,1,3,1,7,9,1,4,0,0,4,0,0,0,1,0,52
223,1559,København V ,2,0,1,1,5,3,4,2,0,1,3,4,1,1,1,0,2,0,0,0,0,31
224,1560,København V ,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,6
225,1561,København V ,38,17,16,18,27,58,98,72,54,62,53,63,46,30,25,13,4,2,0,0,0,696
226,1562,København V ,2,0,0,3,3,3,1,2,2,1,9,4,1,3,2,2,0,0,0,0,0,38
227,1563,København V ,0,1,1,1,1,4,0,1,2,2,4,3,1,0,1,2,0,0,0,0,0,24
228,1564,København V ,9,6,4,3,9,5,14,9,5,13,7,3,12,8,3,5,2,1,0,0,0,118
229,1568,København V ,3,1,2,1,6,1,6,3,3,1,9,5,6,2,3,6,2,1,1,1,0,63
230,1569,København V ,6,4,3,4,0,6,7,6,7,3,5,3,6,7,6,11,2,0,0,0,0,86
231,1570,København V ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1571,København V ,0,0,0,0,8,14,6,3,2,1,0,0,1,0,1,3,3,0,0,0,0,42
233,1572,København V ,5,0,1,2,17,38,20,12,6,6,8,2,0,1,2,2,1,0,0,0,0,123
234,1573,København V ,22,11,4,14,34,62,41,27,24,15,22,23,13,9,10,14,3,1,0,0,0,349
235,1574,København V ,3,0,6,6,12,11,5,3,2,9,7,5,2,0,2,4,4,2,0,0,0,83
236,1575,København V ,1,0,1,2,0,1,1,0,1,0,1,1,3,0,7,4,2,0,0,0,0,25
237,1576,København V ,0,1,2,2,1,2,3,4,0,9,5,3,3,5,7,5,2,2,0,0,0,56
238,1577,København V ,4,3,4,17,84,213,150,46,33,29,12,10,4,2,0,2,1,0,0,0,0,614
239,1600,København V ,1,0,1,1,2,10,2,4,2,1,0,0,3,3,0,0,0,0,0,0,0,30
240,1601,København V ,15,8,9,8,22,37,31,24,9,21,33,34,39,49,62,56,34,22,10,2,0,525
241,1602,København V ,0,2,0,0,2,6,3,5,1,1,1,1,3,0,0,1,2,0,0,0,0,28
242,1603,København V ,0,1,0,0,27,30,3,1,1,1,0,2,1,0,0,3,0,0,0,0,0,70
243,1605,København V ,0,0,1,1,4,11,8,3,7,4,2,1,0,0,0,0,0,0,0,0,0,42
244,1606,København V ,4,6,3,5,36,38,16,13,9,7,9,4,3,0,2,3,1,0,0,0,0,159
245,1608,København V ,1,0,0,1,9,9,10,3,2,2,1,0,3,0,0,0,0,0,0,0,0,41
246,1609,København V ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
247,1610,København V ,32,26,33,27,59,75,66,37,48,51,61,31,21,13,15,21,3,1,1,0,0,621
248,1611,København V ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1614,København V ,3,0,0,1,2,3,11,2,0,0,3,4,2,0,1,0,0,0,0,0,0,32
250,1615,København V ,11,5,0,5,54,54,40,12,8,9,11,9,3,2,2,2,1,1,0,0,0,229
251,1616,København V ,3,4,3,4,19,23,3,2,7,4,6,6,8,4,8,10,3,0,0,0,0,117
252,1617,København V ,7,10,10,11,12,7,11,13,9,16,17,15,7,0,1,6,2,1,0,0,0,155
253,1618,København V ,16,11,18,13,32,47,29,11,28,22,21,20,8,7,2,3,0,0,0,0,0,288
254,1619,København V ,6,0,2,5,20,31,12,10,10,9,9,9,9,2,2,1,1,1,0,0,0,139
255,1620,København V ,143,116,164,154,422,442,360,202,221,260,214,154,112,64,57,48,17,6,0,1,0,3157
256,1621,København V ,5,9,7,9,9,13,10,7,12,9,7,12,2,2,5,2,0,0,1,0,0,121
257,1622,København V ,12,8,2,1,12,26,28,22,15,5,13,11,4,5,12,6,2,2,0,0,0,186
258,1623,København V ,4,3,2,4,31,22,21,6,7,5,8,5,4,4,1,3,1,1,0,0,0,132
259,1624,København V ,10,12,2,7,16,40,32,17,14,10,4,6,5,1,1,1,1,0,0,0,0,179
260,1631,København V ,9,5,0,0,26,34,22,25,9,9,8,8,3,6,7,11,8,3,0,1,0,194
